,Player,Team,Age,Position,Score Type,Stoke Score,xG per 90 Percentile,Goals per 90 Percentile,Shots per 90 Percentile,Touches in box per 90 Percentile,xA per 90 Percentile,Aerial duels per 90 Percentile,xG per 90 Percentile (W),Goals per 90 Percentile (W),Shots per 90 Percentile (W),xA per 90 Percentile (W),Dribbles per 90 Percentile (W),Progressive runs per 90 Percentile (W),Passes to penalty area per 90 Percentile,xG per 90 Percentile (CAM),Goals per 90 Percentile (CAM),Shots per 90 Percentile (CAM),xA per 90 Percentile (CAM),League,Unnamed: 0
107,L. Kasa,Maccabi Haifa,18.0,"LW, RCMF, LWF",Winger,24.34,,,,,,,14.0,15.0,22.0,22.0,57.0,42.0,58.0,,,,,Israeli Premier League,107.0
108,N. Gutlib,Hapoel Hadera,22.0,"RAMF, CF, LAMF",Winger,23.04,,,,,,,31.0,15.0,17.0,22.0,43.0,54.0,12.0,,,,,Israeli Premier League,108.0
109,D. Micha,Beitar Jerusalem,31.0,"AMF, RAMF",Winger,22.81,,,,,,,2.0,15.0,1.0,58.0,4.0,65.0,72.0,,,,,Israeli Premier League,109.0
110,I. Trost,Hapoel Hadera,24.0,"RDMF, AMF, RCMF",Winger,22.62,,,,,,,6.0,15.0,11.0,44.0,7.0,26.0,74.0,,,,,Israeli Premier League,110.0
111,E. Shahaf,Ashdod,26.0,"AMF, RCMF, RAMF",Winger,22.12,,,,,,,18.0,38.0,25.0,44.0,6.0,18.0,22.0,,,,,Israeli Premier League,111.0
112,I. Noy,Hapoel Haifa,22.0,"LCMF, RDMF, AMF",Winger,21.83,,,,,,,10.0,15.0,3.0,73.0,24.0,20.0,24.0,,,,,Israeli Premier League,112.0
113,K. Saief,Maccabi Haifa,30.0,"LWB, LAMF, LB",Winger,21.23,,,,,,,2.0,15.0,10.0,44.0,33.0,31.0,71.0,,,,,Israeli Premier League,113.0
114,Lucas Salinas,Khalidiya ,28.0,"LWF, LW, AMF",Winger,21.17,,,,,,,10.0,15.0,15.0,60.0,15.0,44.0,38.0,,,,,Israeli Premier League,114.0
115,N. Mucha,Ashdod U19,20.0,"LCMF, AMF, RWF",Winger,20.26,,,,,,,41.0,15.0,58.0,10.0,12.0,40.0,63.0,,,,,Israeli Premier League,115.0
116,T. Adi,Hapoel Hadera,30.0,"AMF, LCMF",Winger,18.85,,,,,,,41.0,15.0,39.0,60.0,1.0,3.0,17.0,,,,,Israeli Premier League,116.0
117,N. Muche,Ashdod,20.0,"AMF, RW, RCMF",Winger,17.85,,,,,,,18.0,15.0,44.0,31.0,47.0,15.0,4.0,,,,,Israeli Premier League,117.0
118,R. Binyamin,Hapoel Tel Aviv,19.0,"RCMF, RWB, RW",Winger,14.81,,,,,,,6.0,34.0,8.0,10.0,11.0,12.0,21.0,,,,,Israeli Premier League,118.0
119,S. Elias,Hapoel Be'er Sheva,24.0,"RDMF, AMF, LCMF",Winger,10.91,,,,,,,10.0,15.0,4.0,2.0,28.0,6.0,15.0,,,,,Israeli Premier League,119.0
120,A. Ashta,Hapoel Jerusalem,24.0,"CF, AMF, RCMF",Winger,10.64,,,,,,,31.0,15.0,12.0,6.0,14.0,1.0,6.0,,,,,Israeli Premier League,120.0
121,Y. Shua,Beitar Jerusalem,24.0,"LAMF, LW, CF",Attacking Midfield,90.61,,,,,,,,,,,,,,91.0,93.0,81.0,89.0,Israeli Premier League,121.0
122,A. Khalaili,Maccabi Haifa,19.0,"RWB, RAMF, RW",Attacking Midfield,85.74,,,,,,,,,,,,,,78.0,73.0,96.0,84.0,Israeli Premier League,122.0
123,T. Yosefi,Hapoel Haifa,25.0,"AMF, LCMF, RCMF",Attacking Midfield,83.01,,,,,,,,,,,,,,82.0,83.0,93.0,77.0,Israeli Premier League,123.0
124,L. Refaelov,Maccabi Haifa,37.0,"LCMF, LW, AMF",Attacking Midfield,75.28,,,,,,,,,,,,,,89.0,95.0,77.0,89.0,Israeli Premier League,124.0
125,A. Ganah,Hapoel Be'er Sheva,19.0,"LW, LAMF",Attacking Midfield,73.22,,,,,,,,,,,,,,62.0,63.0,91.0,89.0,Israeli Premier League,125.0
126,T. Chery,NEC,35.0,"AMF, RCMF, CF",Attacking Midfield,69.0,,,,,,,,,,,,,,86.0,46.0,100.0,98.0,Israeli Premier League,126.0
127,E. Madmon,Hapoel Hadera,20.0,"CF, LAMF",Attacking Midfield,68.21,,,,,,,,,,,,,,94.0,98.0,98.0,36.0,Israeli Premier League,127.0
128,H. Layous,Hapoel Tel Aviv,23.0,"LAMF, LW, LCMF",Attacking Midfield,67.21,,,,,,,,,,,,,,52.0,55.0,36.0,69.0,Israeli Premier League,128.0
129,M. Tchibota,Hapoel Tel Aviv,27.0,"CF, RAMF, LAMF",Attacking Midfield,65.41,,,,,,,,,,,,,,68.0,81.0,74.0,69.0,Israeli Premier League,129.0
130,G. Badash,Hapoel Be'er Sheva,29.0,"RAMF, RW, RWF",Attacking Midfield,63.86,,,,,,,,,,,,,,59.0,68.0,25.0,93.0,Israeli Premier League,130.0
131,I. Hagag,Maccabi Haifa,22.0,"LW, LWB, LAMF",Attacking Midfield,63.62,,,,,,,,,,,,,,84.0,96.0,82.0,100.0,Israeli Premier League,131.0
132,F. Vargas,Maccabi Bnei Raina,24.0,"RW, RAMF, LW",Attacking Midfield,61.92,,,,,,,,,,,,,,25.0,43.0,19.0,69.0,Israeli Premier League,132.0
133,A. Sefer,Hapoel Be'er Sheva,23.0,"AMF, RAMF, CF",Attacking Midfield,61.11,,,,,,,,,,,,,,33.0,77.0,86.0,81.0,Israeli Premier League,133.0
134,T. Muzi,Beitar Jerusalem,22.0,"RAMF, RW",Attacking Midfield,60.89,,,,,,,,,,,,,,94.0,65.0,72.0,79.0,Israeli Premier League,134.0
135,M. Hozez,Hapoel Jerusalem,27.0,"RW, RAMF, RWF",Attacking Midfield,59.0,,,,,,,,,,,,,,78.0,77.0,54.0,53.0,Israeli Premier League,135.0
136,Z. Ahmed,Bnei Sakhnin,22.0,"LAMF, LW, RW",Attacking Midfield,58.93,,,,,,,,,,,,,,82.0,43.0,62.0,28.0,Israeli Premier League,136.0
137,A. Yona,Beitar Jerusalem,19.0,"AMF, LCMF",Attacking Midfield,58.19,,,,,,,,,,,,,,55.0,89.0,60.0,44.0,Israeli Premier League,137.0
138,M. Kamara,Hapoel Haifa,26.0,"LW, LAMF, CF",Attacking Midfield,56.37,,,,,,,,,,,,,,89.0,77.0,89.0,12.0,Israeli Premier League,138.0
139,S. Azulay,Maccabi Bnei Raina,34.0,"LW, CF, LAMF",Attacking Midfield,54.1,,,,,,,,,,,,,,68.0,87.0,40.0,82.0,Israeli Premier League,139.0
140,M. Shaker,Bnei Sakhnin,27.0,"RAMF, RW, RWF",Attacking Midfield,54.09,,,,,,,,,,,,,,33.0,61.0,28.0,64.0,Israeli Premier League,140.0
141,A. Păun,Bnei Sakhnin,28.0,"AMF, RCMF",Attacking Midfield,52.34,,,,,,,,,,,,,,74.0,47.0,53.0,53.0,Israeli Premier League,141.0
142,I. Vered,Hapoel Petah Tikva,34.0,"RW, RCMF, AMF",Attacking Midfield,51.87,,,,,,,,,,,,,,52.0,53.0,32.0,75.0,Israeli Premier League,142.0
143,R. Hatuel,Hapoel Be'er Sheva,25.0,"CF, LAMF",Attacking Midfield,51.81,,,,,,,,,,,,,,100.0,100.0,95.0,12.0,Israeli Premier League,143.0
144,J. Botaka,Ashdod,30.0,"LWB, LAMF, LW",Attacking Midfield,51.07,,,,,,,,,,,,,,39.0,50.0,21.0,19.0,Israeli Premier League,144.0
145,Y. Stoyanov,Hapoel Be'er Sheva,22.0,"RB, CF, RAMF",Attacking Midfield,49.97,,,,,,,,,,,,,,68.0,59.0,68.0,28.0,Israeli Premier League,145.0
146,M. Levi,Maccabi Petah Tikva,23.0,"RCMF, AMF, LCMF",Attacking Midfield,49.36,,,,,,,,,,,,,,28.0,36.0,23.0,95.0,Israeli Premier League,146.0
147,O. Biton,Hapoel Jerusalem,24.0,"AMF, CF, LCMF",Attacking Midfield,46.34,,,,,,,,,,,,,,59.0,73.0,70.0,53.0,Israeli Premier League,147.0
148,Felipe Santos,Hapoel Haifa,27.0,"LAMF, RW, LW",Attacking Midfield,43.38,,,,,,,,,,,,,,25.0,36.0,47.0,64.0,Israeli Premier League,148.0
149,A. Rikan,Hapoel Petah Tikva,35.0,"LCMF, AMF",Attacking Midfield,42.25,,,,,,,,,,,,,,62.0,68.0,84.0,36.0,Israeli Premier League,149.0
150,M. Tadisa,Bnei Sakhnin,27.0,"AMF, RCMF",Attacking Midfield,41.91,,,,,,,,,,,,,,5.0,17.0,56.0,96.0,Israeli Premier League,150.0
151,O. Altman,Hapoel Tel Aviv,29.0,"CF, RWF, AMF",Attacking Midfield,41.09,,,,,,,,,,,,,,97.0,87.0,75.0,19.0,Israeli Premier League,151.0
152,I. Boganim,Hapoel Haifa,22.0,"RAMF, RW",Attacking Midfield,40.95,,,,,,,,,,,,,,25.0,17.0,7.0,28.0,Israeli Premier League,152.0
153,O. Roizman,Hapoel Jerusalem,21.0,"LW, LWF, LAMF",Attacking Midfield,40.73,,,,,,,,,,,,,,33.0,50.0,46.0,44.0,Israeli Premier League,153.0
154,Toni Gomes,Hapoel Hadera,25.0,"LAMF, LW, CF",Attacking Midfield,40.51,,,,,,,,,,,,,,45.0,40.0,39.0,19.0,Israeli Premier League,154.0
155,I. Oulad Omar,Hapoel Be'er Sheva,26.0,"LW, LAMF, AMF",Attacking Midfield,38.52,,,,,,,,,,,,,,74.0,17.0,79.0,89.0,Israeli Premier League,155.0
156,O. Senior,Hapoel Tel Aviv,20.0,"RB, RAMF",Attacking Midfield,38.44,,,,,,,,,,,,,,39.0,91.0,36.0,53.0,Israeli Premier League,156.0
157,R. Levy,Ashdod,24.0,"RAMF, RB, RWB",Attacking Midfield,37.81,,,,,,,,,,,,,,11.0,17.0,14.0,36.0,Israeli Premier League,157.0
158,F. Bassey,Hapoel Petah Tikva,25.0,"CF, LW, LAMF",Attacking Midfield,37.36,,,,,,,,,,,,,,45.0,33.0,66.0,12.0,Israeli Premier League,158.0
159,L. Halaf,Maccabi Bnei Raina,23.0,"CF, AMF, RW",Attacking Midfield,36.94,,,,,,,,,,,,,,74.0,83.0,30.0,5.0,Israeli Premier League,159.0
160,S. Bourard,Hapoel Hadera,27.0,"AMF, CF, LCMF",Attacking Midfield,36.35,,,,,,,,,,,,,,18.0,17.0,33.0,69.0,Israeli Premier League,160.0
161,M. Kna'an,Ashdod,24.0,"CF, AMF, LAMF",Attacking Midfield,34.94,,,,,,,,,,,,,,55.0,55.0,88.0,53.0,Israeli Premier League,161.0
162,M. Barshatzki,Bnei Yehuda,27.0,"RCMF, RW, RAMF",Attacking Midfield,33.68,,,,,,,,,,,,,,18.0,17.0,44.0,36.0,Israeli Premier League,162.0
163,I. Trost,Hapoel Hadera,24.0,"RDMF, AMF, RCMF",Attacking Midfield,32.34,,,,,,,,,,,,,,7.0,17.0,11.0,44.0,Israeli Premier League,163.0
164,R. Twizer,Hapoel Hadera,24.0,"RAMF, RW",Attacking Midfield,31.18,,,,,,,,,,,,,,49.0,17.0,66.0,19.0,Israeli Premier League,164.0
165,I. Zlatanović,Maccabi Netanya,26.0,"CF, LWF, AMF",Attacking Midfield,31.02,,,,,,,,,,,,,,97.0,70.0,51.0,5.0,Israeli Premier League,165.0
166,D. Micha,Beitar Jerusalem,31.0,"AMF, RAMF",Attacking Midfield,29.6,,,,,,,,,,,,,,3.0,17.0,2.0,58.0,Israeli Premier League,166.0
167,K. Saief,Maccabi Haifa,30.0,"LWB, LAMF, LB",Attacking Midfield,29.36,,,,,,,,,,,,,,3.0,17.0,9.0,44.0,Israeli Premier League,167.0
168,M. Koszta,Maccabi Bnei Raina,27.0,"CF, AMF",Attacking Midfield,29.15,,,,,,,,,,,,,,68.0,59.0,58.0,28.0,Israeli Premier League,168.0
169,I. Noy,Hapoel Haifa,22.0,"LCMF, RDMF, AMF",Attacking Midfield,27.39,,,,,,,,,,,,,,11.0,17.0,4.0,75.0,Israeli Premier League,169.0
170,N. Mucha,Ashdod U19,20.0,"LCMF, AMF, RWF",Attacking Midfield,26.73,,,,,,,,,,,,,,45.0,17.0,62.0,9.0,Israeli Premier League,170.0
171,E. Shahaf,Ashdod,26.0,"AMF, RCMF, RAMF",Attacking Midfield,25.78,,,,,,,,,,,,,,18.0,39.0,26.0,44.0,Israeli Premier League,171.0
172,Lucas Salinas,Khalidiya ,28.0,"LWF, LW, AMF",Attacking Midfield,24.99,,,,,,,,,,,,,,11.0,17.0,16.0,61.0,Israeli Premier League,172.0
173,N. Gutlib,Hapoel Hadera,22.0,"RAMF, CF, LAMF",Attacking Midfield,24.67,,,,,,,,,,,,,,33.0,17.0,18.0,19.0,Israeli Premier League,173.0
174,T. Adi,Hapoel Hadera,30.0,"AMF, LCMF",Attacking Midfield,23.11,,,,,,,,,,,,,,45.0,17.0,42.0,61.0,Israeli Premier League,174.0
175,N. Muche,Ashdod,20.0,"AMF, RW, RCMF",Attacking Midfield,21.44,,,,,,,,,,,,,,18.0,17.0,49.0,28.0,Israeli Premier League,175.0
176,S. Elias,Hapoel Be'er Sheva,24.0,"RDMF, AMF, LCMF",Attacking Midfield,15.74,,,,,,,,,,,,,,11.0,17.0,5.0,2.0,Israeli Premier League,176.0
177,A. Ashta,Hapoel Jerusalem,24.0,"CF, AMF, RCMF",Attacking Midfield,11.87,,,,,,,,,,,,,,33.0,17.0,12.0,5.0,Israeli Premier League,177.0
